,BEI_companyName,BEI_Cohort,BEI_Address,BEI_City,BEI_State,BEI_Zip,BEI_yearEstablished,BEI_NAICSCode,BEI_Sector,BEI_numberOfEmployees,BEI_execName,BEI_execTitle,BEI_execEth,BEI_revenue,BEI_Sustained Revenues >$800K,BEI_Website,BEI_phone,BEI_Strong Leadership and Willing to ready to grow,BEI_Demonstrated Proven Business Model,"BEI_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MBE_Cohort,MBE_Address,MBE_City,MBE_State,MBE_Zip,MBE_yearEstablished,MBE_NAICSCode,MBE_Sector,MBE_numberOfEmployees,MBE_execName,MBE_execTitle,MBE_execEth,MBE_revenue,MBE_Sustained Revenues >$800K,MBE_Website,MBE_phone,MBE_Strong Leadership and Willing to ready to grow,MBE_Demonstrated Proven Business Model,MBE_referenceUSA_indicator,referenceUSA_companyName,"MBE_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MVCF_Address,MVCF_City,MVCF_State,MVCF_Zip,MVCF_yearEstablished,MVCF_NAICSCode,MVCF_Sector,MVCF_numberOfEmployees,MVCF_execName,MVCF_execTitle,MVCF_execEth,MVCF_revenue,MVCF_Sustained Revenues >$800K,MVCF_Website,MVCF_phone,MVCF_Strong Leadership and Willing to ready to grow,MVCF_Demonstrated Proven Business Model,"MVCF_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",NAIC_Address,NAIC_City,NAIC_State,NAIC_Zip,NAIC_yearEstablished,NAIC_NAICSCode,NAIC_sector,NAIC_numberOfEmployees,NAIC_execName,NAIC_execTitle,NAIC_execEth,NAIC_revenue,NAIC_Sustained Revenues >$800K,NAIC_Website,NAIC_phone,NAIC_Strong Leadership and Willing to ready to grow,NAIC_Demonstrated Proven Business Model,"NAIC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",USBC_companyAddress,USBC_City,USBC_State,USBC_Zip,USBC_yearEstablished,USBC_NAICCode,USBC_sector,USBC_numberOfEmployees,USBC_execName,USBC_execTitle,USBC_executiveRace,USBC_revenue,USBC_Sustained Revenues >$800K,USBC_Website,USBC_phone,USBC_Strong Leadership and Willing to ready to grow,USBC_Demonstrated Proven Business Model,"USBC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",RefUSA_address,RefUSA_City,RefUSA_State,RefUSA_Zip,RefUSA_yearEstablished,RefUSA_NAICSCode,RefUSA_sector,RefUSA_numberOfEmployees,RefUSA_execName,RefUSA_execTitle,RefUSA_execEth,RefUSA_revenue,RefUSA_Sustained Revenues >$800K,RefUSA_Website,RefUSA_phone,RefUSA_Strong Leadership and Willing to ready to grow,RefUSA_Demonstrated Proven Business Model,"RefUSA_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",Name,Ethnicity
265,A & S General Contractors Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Dana Ter Watertown,,MA,2472.0,2018,236115.0,,5_9,Ray J Salguero,owner,Hispanic,"$2,223,000",,,,,,,Ray J Salguero,Hispanic
266,A & W Organic Cleaning Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 West St Hyde Park,,MA,2136.0,2017,561720.0,,5_9,,,,"$662,000",,,,,,,,
267,A A Acosta Construction Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 Bows Ln Avon,,MA,2322.0, NA,238160.0,,5_9,Eduardo Acosta,"president, treasurer, board member",Hispanic,"$921,000",,,(508) 974-7392,,,,Eduardo Acosta,Hispanic
268,A A G Cleaning Co Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 Wall St Everett,,MA,2149.0,2017,561720.0,,5_9,,,,"$655,000",,,,,,,,
269,A A R Cleaning Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272 Pleasant St # 1 South Weymouth,,MA,2190.0, NA,561720.0,,5_9,Andreia A Santos,"president, vice president, treasurer, board member",Hispanic,"$684,000",,,,,,,Andreia A Santos,Hispanic
270,A Alert Courier Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153 Northboro Rd # 14 Southborough,,MA,1772.0, NA,484110.0,,6,Paul Figueiredo,owner,Hispanic,"$853,000",,,(508) 481-0783,,,,Paul Figueiredo,Hispanic
271,A B C Remodeling Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66 Border St Dedham,,MA,2026.0, NA,236118.0,,1_4,Rangel E Da Rosa,"president, treasurer, board member",Hispanic,"$855,000",,,,,,,Rangel E Da Rosa,Hispanic
272,A B M Investment Group Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294 Reservoir Ave Revere,,MA,2151.0, NA,523910.0,,10_19,Pacceli D Braga,president,Mediterranean,"$11,304,000",,,,,,,Pacceli D Braga,Mediterranean
273,A B S Construction Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97 Ferry St # 31 Everett,,MA,2149.0, NA,236115.0,,1_4,Alexsandro Santana,"president, vice president, treasurer, board member",Hispanic,"$1,334,000",,,,,,,Alexsandro Santana,Hispanic
274,"A Better Tomorrow Services, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153 B Main Street Everett, Massachusetts 2149 United States",,,,,,Certified Contractors,,,,Black,,,,(617) 381-0300,,,,,,,,,,,,,,,,,,,,,,,
276,A Blade Of Grass LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Old County Rd # 1 Sudbury,,MA,1776.0,1994,561730.0,,5_9,James Douthit,owner,Far Eastern,"$680,000",,,(508) 358-4500,,,,James Douthit,Far Eastern
277,A C G Trucking Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145 Michon St Indian Orchard,,MA,1151.0, NA,484230.0,,1_4,Gil Gomes,"owner, president, treasurer, board member",Hispanic,"$566,000",,,,,,,Gil Gomes,Hispanic
278,A C H C Mechanical Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249 Green St Brockton,,MA,2301.0,2016,238210.0,,5_9,Jorge Andrade,"president, vice president, treasurer, board member",Hispanic,"$644,000",,,,,,,Jorge Andrade,Hispanic
279,A C Hand Car Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21 Geneva Avenue Dorchester, Massachusetts United States",,,,,,Certified Contractors,,,,Black,,,,617-445-8767,,,,,,,,,,,,,,,,,,,,,,,
280,A C M Janitorial Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 Crescent Ave Malden,,MA,2148.0, NA,561720.0,,5_9,Maria C Aguirre,"owner, president, treasurer, board member",Hispanic,"$655,000",,,,,,,Maria C Aguirre,Hispanic
281,A C P Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323 Worcester Rd # E2 Framingham,,MA,1701.0,2016,236115.0,,1_4,Ronaldo Braga,"president, treasurer, board member",Hispanic,"$1,334,000",,,,,,,Ronaldo Braga,Hispanic
282,A Chaves Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 Bedford Park # 3 Bridgewater,,MA,2324.0, NA,236115.0,,1_4,Antonio D Chaves,"president, treasurer, board member",Hispanic,"$717,000",,,(508) 369-6741,,,,Antonio D Chaves,Hispanic
283,A D B Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107 Endicott St Worcester,,MA,1610.0,2016,236115.0,,1_4,Alcino Dias Barata,"president, treasurer",Hispanic,"$760,000",,,,,,,Alcino Dias Barata,Hispanic
284,A D L Translation Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193 Essex St Malden,,MA,2148.0,2016,541930.0,,1_4,Anderson Lopes,"president, treasurer, board member",Hispanic,"$588,000",,,,,,,Anderson Lopes,Hispanic
285,A D M Cleaning Mntnc Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b Nolan Ave Milford,,MA,1757.0,2017,236220.0,,1_4,,,,"$1,140,000",,,,,,,,
286,A D Makepeace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158 Tihonet Rd Wareham,,MA,2571.0, NA,311421.0,,38,Michael P Hogan,"ceo, president, board member",Western Europe,"$12,400,000",,,(508) 273-7439,,,,Michael P Hogan,Western Europe
287,A Fagundes Plumbing & Heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225 Stedman St # 15 Lowell,,MA,1851.0,2003,444190.0,,6,Alvaro Fagundes,owner,Hispanic,"$4,466,000",,,(978) 459-0139,,,,Alvaro Fagundes,Hispanic
288,A G Export Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 Newbury St # 1 Lawrence,,MA,1841.0,2016,423990.0,,1_4,,,,"$888,000",,,,,,,,
289,A G Quintal Investment Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177 Acushnet Ave New Bedford,,MA,2745.0,1963,523930.0,,3,Mark A Quintal,"owner, president, board member",Hispanic,"$894,000",,,(508) 995-2611,,,,Mark A Quintal,Hispanic
290,A H Harris & Sons Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Commerce Blvd Plainville,,MA,2762.0,1924,444110.0,,20-49,,,,"$9,560,000",,,(774) 847-9046,,,,,
291,A I G Granite Instalation Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698 Waverley St # 1 Framingham,,MA,1702.0, NA,524210.0,,10_19,Arnaldo Amaral,"president, treasurer, board member",Hispanic,"$3,184,000",,,,,,,Arnaldo Amaral,Hispanic
292,"A J Cleaning, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34 Mallon Road Dorchester, Massachusetts 2121 United States",,,,,,Certified Contractors,,,,Black,,,,(617) 506-0210,,,,,,,,,,,,,,,,,,,,,,,
293,A J Electric LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 Rapalus St Indian Orchard,,MA,1151.0, NA,238210.0,,1_4,Nidal Adeid,owner,Middle Eastern,"$500,000",,,,,,,Nidal Adeid,Middle Eastern
294,A J H Trucking Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99 Malden St Everett,,MA,2149.0, NA,484230.0,,1_4,Josue D Henriquez,owner,Hispanic,"$964,000",,,,,,,Josue D Henriquez,Hispanic
295,A K Airport Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402 Rindge Ave # 22m Cambridge,,MA,2140.0,2018,488119.0,,5_9,,,,"$683,000",,,(857) 777-2125,,,,,
296,A L C Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 Pearl St Milford,,MA,1757.0, NA,236115.0,,1_4,Luis E Clavijo,"president, vice president, treasurer, board member",Hispanic,"$760,000",,,,,,,Luis E Clavijo,Hispanic
297,A Lichelle Aldana DDS PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Colby St # B Salem,,MA,1970.0, NA,621210.0,,1_4,,,,"$558,000",,,(978) 745-9085,,,,,
298,A M Remodeling Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67 Ferry St # 2b Everett,,MA,2149.0,2016,236118.0,,1_4,Aldo M Mendes,"president, treasurer, board member",Hispanic,"$889,000",,,,,,,Aldo M Mendes,Hispanic
299,A Nubian Notion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1131 Tremont Street Roxbury, Massachusetts 2119 United States",,,,,,Certified Contractors,,,,Black,,,,617-859-7007,,,,,,,,,,,,,,,,,,,,,,,
300,"A Nubian Notion,Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41 Warren Street Roxbury, Massachusetts 2119 United States",,,,,,Certified Contractors,,,,Black,,,,617-442-2622,,,,,,,,,,,,,,,,,,,,,,,
301,A One A Steel & Supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 Bernard E Saint Jean East Falmouth,,MA,2536.0, NA,332312.0,,10,,,,"$1,136,000",,,(774) 763-2503,,,,,
302,A P Butchery Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494a Main St Woburn,,MA,1801.0, NA,445210.0,,1_4,Adriana O Rodriguez,"owner, president, treasurer, board member",Hispanic,"$532,000",,,,,,,Adriana O Rodriguez,Hispanic
303,A Pereira Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 Chapin St Ludlow,,MA,1056.0, NA,236115.0,,20,Amandio Pereira,"owner, sales exec, finance exec",Hispanic,"$6,958,000",,,(413) 589-7406,,,,Amandio Pereira,Hispanic
304,A Pineda Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Albert St # 1 Worcester,,MA,1610.0,2016,236115.0,,1_4,Adister Pineda,"president, treasurer, board member",Hispanic,"$760,000",,,,,,,Adister Pineda,Hispanic
305,A Plus Storage Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 Gallen Rd Kingston,,MA,2364.0, NA,713930.0,,4,Roger LA Greca,owner,Hispanic,"$1,147,000",,,(781) 585-0050,,,,Roger LA Greca,Hispanic
306,A R Carvalho Landscaping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 Annie Moore Rd Bolton,,MA,1740.0, NA,561730.0,,5,Antonio Carvalho,owner,Hispanic,"$558,000",,,(978) 779-6555,,,,Antonio Carvalho,Hispanic
307,A R Home Renovation Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 Tileston St Everett,,MA,2149.0, NA,236118.0,,3,Andre Ricardo,president,Hispanic,"$1,334,000",,,(781) 219-8959,,,,Andre Ricardo,Hispanic
308,A R P Transportation Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 Boston Tpke # J9b Shrewsbury,,MA,1545.0,2016,488210.0,,10_19,Roseli Goncalves,"president, vice president, treasurer, board member",Hispanic,"$1,362,000",,,,,,,Roseli Goncalves,Hispanic
309,A Russo & Sons Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560 Pleasant St Watertown,,MA,2472.0, NA,445230.0,,150,Michael A Russo,"president, treasurer, board member",Mediterranean,"$23,246,000",,,(617) 923-1500,,,,Michael A Russo,Mediterranean
310,A Spanish Translations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Greenbrook Rd Hyde Park,,MA,2136.0, NA,541930.0,,5_9,Carmen M Valentin-Rodri,"president, treasurer, board member",Hispanic,"$719,000",,,(617) 276-8388,,,,Carmen M Valentin-Rodri,Hispanic
311,A T R Remodeling Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Medford St # 1 Somerville,,MA,2143.0, NA,236118.0,,1_4,Ahilque T Rosa,"owner, president, treasurer, board member",Hispanic,"$889,000",,,,,,,Ahilque T Rosa,Hispanic
312,A Tech Investigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325 Ayer Rd # B202 Harvard,,MA,1451.0,1983,334290.0,,5_9,Jim Pero,owner,Hispanic,"$1,117,000",,,(978) 772-7080,,,,Jim Pero,Hispanic
313,A Tech Investigation Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Massachusetts Ave # 202 Arlington,,MA,2474.0, NA,561611.0,,10,James Pero,owner,Hispanic,"$1,195,000",,,(781) 643-2224,,,,James Pero,Hispanic
314,A Teixeira Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 Segregansett Rd Taunton,,MA,2780.0, NA,236115.0,,1_4,Antonio Teixeira,"owner, president, treasurer, board member",Hispanic,"$724,000",,,,,,,Antonio Teixeira,Hispanic
315,A To Z Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312 Ludlow St Fall River,,MA,2721.0, NA,236118.0,,12,Samuel Silva,owner,Hispanic,"$4,344,000",,,(508) 673-5472,,,,Samuel Silva,Hispanic
316,A V Electric Svc Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Linwood St Holbrook,,MA,2343.0,2017,238210.0,,5_9,Augusto Vinatea,"president, treasurer, board member",Hispanic,"$767,000",,,,,,,Augusto Vinatea,Hispanic
317,A X Mortgage Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Pleasant St # 214 Malden,,MA,2148.0,2016,522292.0,,5_9,Jean Machado,"owner, president",Hispanic,"$2,482,000",,,,,,,Jean Machado,Hispanic
318,A Yankee Line Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370 W 1st St # 1 Boston,,MA,2127.0, NA,485510.0,,55,Don Dunham,"president, hr executive",Western Europe,"$7,692,000",,,(617) 268-8890,,,,Don Dunham,Western Europe
319,A Yard & A Half Landscaping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 Thayer Rd Waltham,,MA,2453.0,1988,561730.0,,19,Eileen Michaels,owner,Western Europe,"$2,584,000",,,(781) 788-8855,,,,Eileen Michaels,Western Europe
320,"A-1 Flooring Solutions, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12 O Street Dracut, Massachusetts 1826 United States",,,,,,Certified Contractors,,,,Black,,,,(978) 957-2147,,,,,,,,,,,,,,,,,,,,,,,
324,A-1 Restaurant Ventilation Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145 Broadway Everett,,MA,2149.0, NA,337127.0,,10,John C Eastwood,"president, treasurer, board member",Western Europe,"$2,019,000",,,(617) 389-4488,,,,John C Eastwood,Western Europe
326,A-K Cleaning & Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539 Beech St Roslindale,,MA,2131.0,2015,561720.0,,5_9,,,,"$662,000",,,,,,,,
327,A-Plus Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324 Belmont St # 201 Brockton,,MA,2301.0, NA,524210.0,,4,John Depina,owner,Hispanic,"$595,000",,,(508) 588-9000,,,,John Depina,Hispanic
328,"A-Plus Welding & Engineering, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"366 Walnut Ave Roxbury, Massachusetts 2119 United States",,,,,,Certified Contractors,,,,Black,,,,(857) 389-6243,,,,,,,,,,,,,,,,,,,,,,,
329,A-Team Roofing Siding & Paint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155 Crescent St Brockton,,MA,2302.0, NA,238160.0,,6,,,,"$772,000",,,(508) 928-7771,,,,,
330,A-Z Painting & Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186 Bayswater St # 2 East Boston,,MA,2128.0,2015,236115.0,,5_9,Alban D Zapata,owner,Hispanic,"$2,986,000",,,,,,,Alban D Zapata,Hispanic
331,A-Z Svc Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550 Commonwealth Ave Brighton,,MA,2135.0, NA,447190.0,,10,William Audy,"owner, finance exec",Western Europe,"$12,240,000",,,(617) 566-7264,,,,William Audy,Western Europe
332,"A.C.S. Mechanical, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300 Washington Street, Suite #3 Dorchester, Massachusetts 2121 United States",,,,,,Certified Contractors,,,,Black,,,,(781) 308-1151,,,,,,,,,,,,,,,,,,,,,,,
334,A&J Seabra Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41 Rockdale Ave New Bedford,,MA,2740.0, NA,445110.0,,70,,,,"$15,880,000",,,(508) 991-2505,,,,,
336,A&J Seabra Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208 Waverley St Framingham,,MA,1702.0, NA,445110.0,,25,,,,"$4,934,000",,,(508) 665-4195,,,,,
338,A1 Asphalt Co Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861 Shawmut Ave North Dartmouth,,MA,2747.0,1955,237310.0,,6,Anthony DE Costa,owner,Hispanic,"$1,633,000",,,(508) 995-7272,,,,Anthony DE Costa,Hispanic
